inventory_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,quantity_reserved,quantity_in_transit,reorder_triggered,last_updated
353,PRD045,WH03,2024-02-25,411,51,197,0,2024-02-25 00:00:00
354,PRD026,WH03,2024-02-25,735,83,199,0,2024-02-25 00:00:00
355,PRD046,WH04,2024-02-25,905,57,142,0,2024-02-25 00:00:00
356,PRD049,WH04,2024-02-25,419,73,58,0,2024-02-25 00:00:00
357,PRD032,WH04,2024-02-25,2120,496,13,0,2024-02-25 00:00:00
358,PRD035,WH04,2024-02-25,478,119,78,0,2024-02-25 00:00:00
359,PRD003,WH04,2024-02-25,559,111,175,0,2024-02-25 00:00:00
360,PRD040,WH04,2024-02-25,774,105,71,0,2024-02-25 00:00:00
361,PRD007,WH05,2024-02-25,1950,162,166,0,2024-02-25 00:00:00
362,PRD049,WH05,2024-02-25,1380,151,145,0,2024-02-25 00:00:00
363,PRD041,WH05,2024-02-25,1315,73,13,0,2024-02-25 00:00:00
364,PRD046,WH05,2024-02-25,1071,123,158,0,2024-02-25 00:00:00
365,PRD050,WH05,2024-02-25,1704,104,44,0,2024-02-25 00:00:00
366,PRD029,WH05,2024-02-25,78,9,97,1,2024-02-25 00:00:00
367,PRD028,WH06,2024-02-25,1258,234,182,0,2024-02-25 00:00:00
368,PRD010,WH06,2024-02-25,1152,99,107,0,2024-02-25 00:00:00
369,PRD016,WH06,2024-02-25,1105,93,3,0,2024-02-25 00:00:00
370,PRD034,WH06,2024-02-25,1553,266,92,0,2024-02-25 00:00:00
371,PRD027,WH06,2024-02-25,1284,162,160,0,2024-02-25 00:00:00
372,PRD037,WH06,2024-02-25,2082,388,15,0,2024-02-25 00:00:00
373,PRD032,WH07,2024-02-25,2260,227,193,0,2024-02-25 00:00:00
374,PRD038,WH07,2024-02-25,756,76,54,0,2024-02-25 00:00:00
375,PRD010,WH07,2024-02-25,920,47,12,0,2024-02-25 00:00:00
376,PRD015,WH07,2024-02-25,965,203,140,0,2024-02-25 00:00:00
377,PRD030,WH07,2024-02-25,1904,438,122,0,2024-02-25 00:00:00
378,PRD041,WH07,2024-02-25,656,121,38,0,2024-02-25 00:00:00
379,PRD011,WH08,2024-02-25,2204,391,120,0,2024-02-25 00:00:00
380,PRD005,WH08,2024-02-25,1028,138,9,0,2024-02-25 00:00:00
381,PRD029,WH08,2024-02-25,1169,116,83,0,2024-02-25 00:00:00
382,PRD023,WH08,2024-02-25,488,106,132,0,2024-02-25 00:00:00
383,PRD038,WH08,2024-02-25,224,20,67,0,2024-02-25 00:00:00
384,PRD020,WH08,2024-02-25,876,111,145,0,2024-02-25 00:00:00
385,PRD031,WH01,2024-03-03,308,50,87,0,2024-03-03 00:00:00
386,PRD007,WH01,2024-03-03,695,172,195,0,2024-03-03 00:00:00
387,PRD016,WH01,2024-03-03,995,108,45,0,2024-03-03 00:00:00
388,PRD025,WH01,2024-03-03,747,183,87,0,2024-03-03 00:00:00
389,PRD037,WH01,2024-03-03,2831,514,152,0,2024-03-03 00:00:00
390,PRD023,WH01,2024-03-03,488,51,198,0,2024-03-03 00:00:00
391,PRD037,WH02,2024-03-03,1651,357,116,0,2024-03-03 00:00:00
392,PRD044,WH02,2024-03-03,1144,263,109,0,2024-03-03 00:00:00
393,PRD048,WH02,2024-03-03,698,143,168,0,2024-03-03 00:00:00
394,PRD004,WH02,2024-03-03,316,30,2,0,2024-03-03 00:00:00
395,PRD039,WH02,2024-03-03,1312,276,53,0,2024-03-03 00:00:00
396,PRD032,WH02,2024-03-03,1893,177,46,0,2024-03-03 00:00:00
397,PRD013,WH03,2024-03-03,1231,267,19,0,2024-03-03 00:00:00
398,PRD040,WH03,2024-03-03,294,51,121,0,2024-03-03 00:00:00
399,PRD017,WH03,2024-03-03,331,76,162,0,2024-03-03 00:00:00
400,PRD044,WH03,2024-03-03,1025,183,177,0,2024-03-03 00:00:00
401,PRD043,WH03,2024-03-03,663,74,2,0,2024-03-03 00:00:00
402,PRD047,WH03,2024-03-03,1431,197,159,0,2024-03-03 00:00:00
403,PRD038,WH04,2024-03-03,1459,168,124,0,2024-03-03 00:00:00
404,PRD024,WH04,2024-03-03,353,46,88,0,2024-03-03 00:00:00
405,PRD047,WH04,2024-03-03,2417,217,97,0,2024-03-03 00:00:00
406,PRD009,WH04,2024-03-03,807,167,10,0,2024-03-03 00:00:00
407,PRD006,WH04,2024-03-03,1011,227,28,0,2024-03-03 00:00:00
408,PRD019,WH04,2024-03-03,1293,159,136,0,2024-03-03 00:00:00
409,PRD033,WH05,2024-03-03,1255,250,24,0,2024-03-03 00:00:00
410,PRD018,WH05,2024-03-03,1172,137,4,0,2024-03-03 00:00:00
411,PRD011,WH05,2024-03-03,748,54,123,0,2024-03-03 00:00:00
412,PRD017,WH05,2024-03-03,1556,377,37,0,2024-03-03 00:00:00
413,PRD031,WH05,2024-03-03,848,66,89,0,2024-03-03 00:00:00
414,PRD019,WH05,2024-03-03,621,151,145,0,2024-03-03 00:00:00
415,PRD044,WH06,2024-03-03,762,51,80,0,2024-03-03 00:00:00
416,PRD047,WH06,2024-03-03,1575,203,113,0,2024-03-03 00:00:00
417,PRD050,WH06,2024-03-03,0,0,92,1,2024-03-03 00:00:00
418,PRD026,WH06,2024-03-03,343,25,114,0,2024-03-03 00:00:00
419,PRD036,WH06,2024-03-03,550,68,97,0,2024-03-03 00:00:00
420,PRD024,WH06,2024-03-03,742,148,39,0,2024-03-03 00:00:00
421,PRD017,WH07,2024-03-03,358,66,5,0,2024-03-03 00:00:00
422,PRD038,WH07,2024-03-03,967,139,146,0,2024-03-03 00:00:00
423,PRD025,WH07,2024-03-03,695,120,58,0,2024-03-03 00:00:00
424,PRD041,WH07,2024-03-03,874,208,58,0,2024-03-03 00:00:00
425,PRD024,WH07,2024-03-03,399,46,44,0,2024-03-03 00:00:00
426,PRD007,WH07,2024-03-03,833,143,88,0,2024-03-03 00:00:00
427,PRD042,WH08,2024-03-03,433,77,132,0,2024-03-03 00:00:00
428,PRD005,WH08,2024-03-03,1813,132,44,0,2024-03-03 00:00:00
429,PRD041,WH08,2024-03-03,658,38,106,0,2024-03-03 00:00:00
430,PRD030,WH08,2024-03-03,1587,91,180,0,2024-03-03 00:00:00
431,PRD045,WH08,2024-03-03,279,69,99,0,2024-03-03 00:00:00
432,PRD020,WH08,2024-03-03,1146,83,1,0,2024-03-03 00:00:00
433,PRD016,WH01,2024-03-10,694,127,38,0,2024-03-10 00:00:00
434,PRD035,WH01,2024-03-10,629,124,193,0,2024-03-10 00:00:00
435,PRD009,WH01,2024-03-10,668,159,112,0,2024-03-10 00:00:00
436,PRD025,WH01,2024-03-10,340,45,16,0,2024-03-10 00:00:00
437,PRD030,WH01,2024-03-10,1311,260,191,0,2024-03-10 00:00:00
438,PRD024,WH01,2024-03-10,304,24,87,0,2024-03-10 00:00:00
439,PRD027,WH02,2024-03-10,792,188,157,0,2024-03-10 00:00:00
440,PRD042,WH02,2024-03-10,710,75,198,0,2024-03-10 00:00:00
441,PRD007,WH02,2024-03-10,1633,307,62,0,2024-03-10 00:00:00
442,PRD032,WH02,2024-03-10,1556,145,155,0,2024-03-10 00:00:00
443,PRD040,WH02,2024-03-10,690,95,21,0,2024-03-10 00:00:00
444,PRD050,WH02,2024-03-10,1337,129,195,0,2024-03-10 00:00:00
445,PRD024,WH03,2024-03-10,622,75,67,0,2024-03-10 00:00:00
446,PRD007,WH03,2024-03-10,1008,130,191,0,2024-03-10 00:00:00
447,PRD044,WH03,2024-03-10,820,72,137,0,2024-03-10 00:00:00
448,PRD050,WH03,2024-03-10,1331,99,117,0,2024-03-10 00:00:00
449,PRD035,WH03,2024-03-10,618,135,49,0,2024-03-10 00:00:00
450,PRD042,WH03,2024-03-10,286,40,13,0,2024-03-10 00:00:00
451,PRD043,WH04,2024-03-10,511,30,124,0,2024-03-10 00:00:00
452,PRD014,WH04,2024-03-10,570,66,6,0,2024-03-10 00:00:00
453,PRD042,WH04,2024-03-10,944,233,57,0,2024-03-10 00:00:00
454,PRD041,WH04,2024-03-10,570,118,25,0,2024-03-10 00:00:00
455,PRD039,WH04,2024-03-10,1049,95,3,0,2024-03-10 00:00:00
456,PRD002,WH04,2024-03-10,216,46,98,0,2024-03-10 00:00:00
457,PRD036,WH05,2024-03-10,328,67,118,0,2024-03-10 00:00:00
458,PRD014,WH05,2024-03-10,458,95,28,0,2024-03-10 00:00:00
459,PRD038,WH05,2024-03-10,492,83,129,0,2024-03-10 00:00:00
460,PRD049,WH05,2024-03-10,1860,196,174,0,2024-03-10 00:00:00
461,PRD015,WH05,2024-03-10,1437,354,26,0,2024-03-10 00:00:00
462,PRD022,WH05,2024-03-10,763,188,194,0,2024-03-10 00:00:00
463,PRD035,WH06,2024-03-10,546,41,100,0,2024-03-10 00:00:00
464,PRD017,WH06,2024-03-10,1064,129,186,0,2024-03-10 00:00:00
465,PRD012,WH06,2024-03-10,225,46,57,0,2024-03-10 00:00:00
466,PRD008,WH06,2024-03-10,643,107,123,0,2024-03-10 00:00:00
467,PRD043,WH06,2024-03-10,824,43,162,0,2024-03-10 00:00:00
468,PRD002,WH06,2024-03-10,563,58,63,0,2024-03-10 00:00:00
469,PRD009,WH07,2024-03-10,608,88,17,0,2024-03-10 00:00:00
470,PRD048,WH07,2024-03-10,1136,233,14,0,2024-03-10 00:00:00
471,PRD027,WH07,2024-03-10,1545,235,59,0,2024-03-10 00:00:00
472,PRD034,WH07,2024-03-10,356,25,173,0,2024-03-10 00:00:00
473,PRD008,WH07,2024-03-10,760,114,49,0,2024-03-10 00:00:00
474,PRD005,WH07,2024-03-10,690,164,198,0,2024-03-10 00:00:00
475,PRD003,WH08,2024-03-10,623,111,180,0,2024-03-10 00:00:00
476,PRD047,WH08,2024-03-10,1639,92,23,0,2024-03-10 00:00:00
477,PRD043,WH08,2024-03-10,669,167,45,0,2024-03-10 00:00:00
478,PRD034,WH08,2024-03-10,1791,393,14,0,2024-03-10 00:00:00
479,PRD020,WH08,2024-03-10,627,84,16,0,2024-03-10 00:00:00
480,PRD030,WH08,2024-03-10,1461,104,125,0,2024-03-10 00:00:00
481,PRD046,WH01,2024-03-17,659,52,165,0,2024-03-17 00:00:00
482,PRD029,WH01,2024-03-17,2460,185,175,0,2024-03-17 00:00:00
483,PRD005,WH01,2024-03-17,971,169,116,0,2024-03-17 00:00:00
484,PRD006,WH01,2024-03-17,1213,202,129,0,2024-03-17 00:00:00
485,PRD021,WH01,2024-03-17,779,149,71,0,2024-03-17 00:00:00
486,PRD039,WH01,2024-03-17,1550,195,20,0,2024-03-17 00:00:00
487,PRD039,WH02,2024-03-17,1022,139,109,0,2024-03-17 00:00:00
488,PRD034,WH02,2024-03-17,943,196,94,0,2024-03-17 00:00:00
489,PRD019,WH02,2024-03-17,1433,104,32,0,2024-03-17 00:00:00
490,PRD030,WH02,2024-03-17,2311,418,101,0,2024-03-17 00:00:00
491,PRD033,WH02,2024-03-17,1420,320,178,0,2024-03-17 00:00:00
492,PRD050,WH02,2024-03-17,1482,237,87,0,2024-03-17 00:00:00
493,PRD014,WH03,2024-03-17,428,92,53,0,2024-03-17 00:00:00
494,PRD028,WH03,2024-03-17,1242,161,85,0,2024-03-17 00:00:00
495,PRD029,WH03,2024-03-17,954,186,167,0,2024-03-17 00:00:00
496,PRD015,WH03,2024-03-17,500,56,159,0,2024-03-17 00:00:00
497,PRD027,WH03,2024-03-17,1213,136,157,0,2024-03-17 00:00:00
498,PRD022,WH03,2024-03-17,522,52,160,0,2024-03-17 00:00:00
499,PRD010,WH04,2024-03-17,696,47,102,0,2024-03-17 00:00:00
500,PRD044,WH04,2024-03-17,1364,94,193,0,2024-03-17 00:00:00
501,PRD031,WH04,2024-03-17,855,169,105,0,2024-03-17 00:00:00
502,PRD005,WH04,2024-03-17,1787,379,118,0,2024-03-17 00:00:00
503,PRD006,WH04,2024-03-17,1426,229,60,0,2024-03-17 00:00:00
504,PRD046,WH04,2024-03-17,987,165,194,0,2024-03-17 00:00:00
505,PRD036,WH05,2024-03-17,760,91,72,0,2024-03-17 00:00:00
506,PRD050,WH05,2024-03-17,1693,309,102,0,2024-03-17 00:00:00
507,PRD022,WH05,2024-03-17,201,40,7,0,2024-03-17 00:00:00
508,PRD043,WH05,2024-03-17,807,180,71,0,2024-03-17 00:00:00
509,PRD008,WH05,2024-03-17,1061,206,61,0,2024-03-17 00:00:00
510,PRD027,WH05,2024-03-17,1082,263,110,0,2024-03-17 00:00:00
511,PRD039,WH06,2024-03-17,1152,106,57,0,2024-03-17 00:00:00
512,PRD020,WH06,2024-03-17,1301,235,21,0,2024-03-17 00:00:00
513,PRD023,WH06,2024-03-17,1139,108,40,0,2024-03-17 00:00:00
514,PRD007,WH06,2024-03-17,973,69,187,0,2024-03-17 00:00:00
515,PRD037,WH06,2024-03-17,1306,286,11,0,2024-03-17 00:00:00
516,PRD033,WH06,2024-03-17,1393,172,86,0,2024-03-17 00:00:00
517,PRD049,WH07,2024-03-17,1248,305,121,0,2024-03-17 00:00:00
518,PRD018,WH07,2024-03-17,2419,516,146,0,2024-03-17 00:00:00
519,PRD037,WH07,2024-03-17,1880,324,182,0,2024-03-17 00:00:00
520,PRD015,WH07,2024-03-17,737,131,31,0,2024-03-17 00:00:00
521,PRD028,WH07,2024-03-17,2193,121,145,0,2024-03-17 00:00:00
522,PRD036,WH07,2024-03-17,668,157,149,0,2024-03-17 00:00:00
523,PRD045,WH08,2024-03-17,384,77,58,0,2024-03-17 00:00:00
524,PRD018,WH08,2024-03-17,140,32,130,0,2024-03-17 00:00:00
525,PRD002,WH08,2024-03-17,391,47,188,0,2024-03-17 00:00:00
526,PRD012,WH08,2024-03-17,348,30,92,0,2024-03-17 00:00:00
527,PRD049,WH08,2024-03-17,611,48,134,0,2024-03-17 00:00:00
528,PRD050,WH08,2024-03-17,1051,190,75,0,2024-03-17 00:00:00
529,PRD005,WH01,2024-03-24,2152,428,36,0,2024-03-24 00:00:00
530,PRD010,WH01,2024-03-24,757,70,3,0,2024-03-24 00:00:00
531,PRD048,WH01,2024-03-24,1197,160,187,0,2024-03-24 00:00:00
532,PRD041,WH01,2024-03-24,941,111,151,0,2024-03-24 00:00:00
533,PRD002,WH01,2024-03-24,578,71,104,0,2024-03-24 00:00:00
534,PRD006,WH01,2024-03-24,2384,463,163,0,2024-03-24 00:00:00
535,PRD050,WH02,2024-03-24,1198,97,65,0,2024-03-24 00:00:00
536,PRD037,WH02,2024-03-24,1303,226,78,0,2024-03-24 00:00:00
537,PRD039,WH02,2024-03-24,1022,188,169,0,2024-03-24 00:00:00
538,PRD006,WH02,2024-03-24,1735,181,114,0,2024-03-24 00:00:00
539,PRD004,WH02,2024-03-24,276,50,130,0,2024-03-24 00:00:00
540,PRD010,WH02,2024-03-24,422,62,17,0,2024-03-24 00:00:00
541,PRD029,WH03,2024-03-24,2195,261,98,0,2024-03-24 00:00:00
542,PRD027,WH03,2024-03-24,1130,81,25,0,2024-03-24 00:00:00
543,PRD018,WH03,2024-03-24,1560,289,86,0,2024-03-24 00:00:00
544,PRD014,WH03,2024-03-24,546,92,41,0,2024-03-24 00:00:00
545,PRD033,WH03,2024-03-24,1453,225,40,0,2024-03-24 00:00:00
546,PRD008,WH03,2024-03-24,722,80,61,0,2024-03-24 00:00:00
547,PRD015,WH04,2024-03-24,891,98,13,0,2024-03-24 00:00:00
548,PRD026,WH04,2024-03-24,348,32,83,0,2024-03-24 00:00:00
549,PRD039,WH04,2024-03-24,578,44,122,0,2024-03-24 00:00:00
550,PRD004,WH04,2024-03-24,411,41,88,0,2024-03-24 00:00:00
551,PRD001,WH04,2024-03-24,252,29,167,0,2024-03-24 00:00:00
552,PRD014,WH04,2024-03-24,727,37,183,0,2024-03-24 00:00:00
553,PRD048,WH05,2024-03-24,444,84,30,0,2024-03-24 00:00:00
554,PRD028,WH05,2024-03-24,950,142,138,0,2024-03-24 00:00:00
555,PRD012,WH05,2024-03-24,417,90,79,0,2024-03-24 00:00:00
556,PRD009,WH05,2024-03-24,693,146,92,0,2024-03-24 00:00:00
557,PRD025,WH05,2024-03-24,1133,72,0,0,2024-03-24 00:00:00
558,PRD035,WH05,2024-03-24,395,87,132,0,2024-03-24 00:00:00
559,PRD003,WH06,2024-03-24,1366,225,0,0,2024-03-24 00:00:00
560,PRD028,WH06,2024-03-24,541,89,56,0,2024-03-24 00:00:00
561,PRD002,WH06,2024-03-24,362,69,120,0,2024-03-24 00:00:00
562,PRD030,WH06,2024-03-24,1268,169,106,0,2024-03-24 00:00:00
563,PRD005,WH06,2024-03-24,1973,144,164,0,2024-03-24 00:00:00
564,PRD021,WH06,2024-03-24,1441,78,48,0,2024-03-24 00:00:00
565,PRD021,WH07,2024-03-24,1141,77,155,0,2024-03-24 00:00:00
566,PRD011,WH07,2024-03-24,1417,310,110,0,2024-03-24 00:00:00
567,PRD040,WH07,2024-03-24,519,51,188,0,2024-03-24 00:00:00
568,PRD030,WH07,2024-03-24,1736,291,147,0,2024-03-24 00:00:00
569,PRD045,WH07,2024-03-24,334,51,36,0,2024-03-24 00:00:00
570,PRD024,WH07,2024-03-24,496,64,19,0,2024-03-24 00:00:00
571,PRD020,WH08,2024-03-24,1028,67,34,0,2024-03-24 00:00:00
572,PRD048,WH08,2024-03-24,751,132,197,0,2024-03-24 00:00:00
573,PRD022,WH08,2024-03-24,542,84,11,0,2024-03-24 00:00:00
574,PRD015,WH08,2024-03-24,604,53,19,0,2024-03-24 00:00:00
575,PRD049,WH08,2024-03-24,1986,407,183,0,2024-03-24 00:00:00
576,PRD011,WH08,2024-03-24,1375,165,170,0,2024-03-24 00:00:00
577,PRD042,WH01,2024-03-31,1158,103,83,0,2024-03-31 00:00:00
578,PRD010,WH01,2024-03-31,798,136,150,0,2024-03-31 00:00:00
579,PRD016,WH01,2024-03-31,390,78,118,0,2024-03-31 00:00:00
580,PRD007,WH01,2024-03-31,1690,306,7,0,2024-03-31 00:00:00
581,PRD049,WH01,2024-03-31,1050,89,4,0,2024-03-31 00:00:00
582,PRD017,WH01,2024-03-31,1987,406,85,0,2024-03-31 00:00:00
583,PRD032,WH02,2024-03-31,2110,495,118,0,2024-03-31 00:00:00
584,PRD030,WH02,2024-03-31,710,115,170,0,2024-03-31 00:00:00
585,PRD037,WH02,2024-03-31,1524,269,144,0,2024-03-31 00:00:00
586,PRD038,WH02,2024-03-31,1459,255,25,0,2024-03-31 00:00:00
587,PRD029,WH02,2024-03-31,1461,325,75,0,2024-03-31 00:00:00
588,PRD044,WH02,2024-03-31,1355,237,71,0,2024-03-31 00:00:00
589,PRD010,WH03,2024-03-31,1031,113,141,0,2024-03-31 00:00:00
590,PRD029,WH03,2024-03-31,1423,149,52,0,2024-03-31 00:00:00
591,PRD005,WH03,2024-03-31,1968,120,189,0,2024-03-31 00:00:00
592,PRD031,WH03,2024-03-31,1026,155,193,0,2024-03-31 00:00:00
593,PRD049,WH03,2024-03-31,1390,155,175,0,2024-03-31 00:00:00
594,PRD041,WH03,2024-03-31,808,113,12,0,2024-03-31 00:00:00
595,PRD004,WH04,2024-03-31,413,71,67,0,2024-03-31 00:00:00
596,PRD024,WH04,2024-03-31,830,125,97,0,2024-03-31 00:00:00
597,PRD019,WH04,2024-03-31,299,42,101,0,2024-03-31 00:00:00
598,PRD005,WH04,2024-03-31,850,136,18,0,2024-03-31 00:00:00
599,PRD042,WH04,2024-03-31,811,168,22,0,2024-03-31 00:00:00
600,PRD006,WH04,2024-03-31,1629,373,82,0,2024-03-31 00:00:00
601,PRD029,WH05,2024-03-31,1135,164,53,0,2024-03-31 00:00:00
602,PRD037,WH05,2024-03-31,2154,172,198,0,2024-03-31 00:00:00
603,PRD042,WH05,2024-03-31,347,21,148,0,2024-03-31 00:00:00
604,PRD013,WH05,2024-03-31,434,30,146,0,2024-03-31 00:00:00
605,PRD021,WH05,2024-03-31,652,149,48,0,2024-03-31 00:00:00
606,PRD039,WH05,2024-03-31,127,15,34,1,2024-03-31 00:00:00
607,PRD046,WH06,2024-03-31,1598,159,73,0,2024-03-31 00:00:00
608,PRD006,WH06,2024-03-31,1808,248,193,0,2024-03-31 00:00:00
609,PRD033,WH06,2024-03-31,156,21,25,1,2024-03-31 00:00:00
610,PRD042,WH06,2024-03-31,494,76,71,0,2024-03-31 00:00:00
611,PRD012,WH06,2024-03-31,151,12,116,1,2024-03-31 00:00:00
612,PRD003,WH06,2024-03-31,1996,248,153,0,2024-03-31 00:00:00
613,PRD019,WH07,2024-03-31,322,19,14,0,2024-03-31 00:00:00
614,PRD025,WH07,2024-03-31,870,153,42,0,2024-03-31 00:00:00
615,PRD027,WH07,2024-03-31,1097,128,107,0,2024-03-31 00:00:00
616,PRD022,WH07,2024-03-31,618,71,122,0,2024-03-31 00:00:00
617,PRD044,WH07,2024-03-31,1457,235,106,0,2024-03-31 00:00:00
618,PRD039,WH07,2024-03-31,1139,145,79,0,2024-03-31 00:00:00
619,PRD017,WH08,2024-03-31,1457,96,24,0,2024-03-31 00:00:00
620,PRD047,WH08,2024-03-31,1612,294,35,0,2024-03-31 00:00:00
621,PRD043,WH08,2024-03-31,588,137,33,0,2024-03-31 00:00:00
622,PRD039,WH08,2024-03-31,1350,151,77,0,2024-03-31 00:00:00
623,PRD010,WH08,2024-03-31,321,58,51,0,2024-03-31 00:00:00
624,PRD022,WH08,2024-03-31,485,88,26,0,2024-03-31 00:00:00
625,PRD009,WH01,2024-04-07,559,70,135,0,2024-04-07 00:00:00
626,PRD039,WH01,2024-04-07,1448,301,143,0,2024-04-07 00:00:00
627,PRD046,WH01,2024-04-07,1036,220,1,0,2024-04-07 00:00:00
628,PRD006,WH01,2024-04-07,943,173,176,0,2024-04-07 00:00:00
629,PRD020,WH01,2024-04-07,618,133,107,0,2024-04-07 00:00:00
630,PRD036,WH01,2024-04-07,715,141,73,0,2024-04-07 00:00:00
631,PRD044,WH02,2024-04-07,753,114,190,0,2024-04-07 00:00:00
632,PRD034,WH02,2024-04-07,1672,89,55,0,2024-04-07 00:00:00
633,PRD006,WH02,2024-04-07,892,99,183,0,2024-04-07 00:00:00
634,PRD042,WH02,2024-04-07,794,190,35,0,2024-04-07 00:00:00
635,PRD043,WH02,2024-04-07,456,53,53,0,2024-04-07 00:00:00
636,PRD028,WH02,2024-04-07,1146,232,128,0,2024-04-07 00:00:00
637,PRD013,WH03,2024-04-07,1405,307,46,0,2024-04-07 00:00:00
638,PRD015,WH03,2024-04-07,33,2,122,1,2024-04-07 00:00:00
639,PRD009,WH03,2024-04-07,837,170,25,0,2024-04-07 00:00:00
640,PRD010,WH03,2024-04-07,968,210,8,0,2024-04-07 00:00:00
641,PRD005,WH03,2024-04-07,771,174,120,0,2024-04-07 00:00:00
642,PRD019,WH03,2024-04-07,1247,71,124,0,2024-04-07 00:00:00
643,PRD022,WH04,2024-04-07,539,44,48,0,2024-04-07 00:00:00
644,PRD040,WH04,2024-04-07,626,135,153,0,2024-04-07 00:00:00
645,PRD009,WH04,2024-04-07,429,87,151,0,2024-04-07 00:00:00
646,PRD039,WH04,2024-04-07,622,131,18,0,2024-04-07 00:00:00
647,PRD025,WH04,2024-04-07,954,79,88,0,2024-04-07 00:00:00
648,PRD010,WH04,2024-04-07,1115,153,145,0,2024-04-07 00:00:00
649,PRD027,WH05,2024-04-07,674,116,182,0,2024-04-07 00:00:00
650,PRD024,WH05,2024-04-07,603,120,68,0,2024-04-07 00:00:00
651,PRD044,WH05,2024-04-07,1156,239,160,0,2024-04-07 00:00:00
652,PRD047,WH05,2024-04-07,966,93,118,0,2024-04-07 00:00:00
653,PRD016,WH05,2024-04-07,272,26,36,0,2024-04-07 00:00:00
654,PRD029,WH05,2024-04-07,1425,346,142,0,2024-04-07 00:00:00
655,PRD031,WH06,2024-04-07,544,77,10,0,2024-04-07 00:00:00
656,PRD013,WH06,2024-04-07,892,94,137,0,2024-04-07 00:00:00
657,PRD024,WH06,2024-04-07,671,84,184,0,2024-04-07 00:00:00
658,PRD044,WH06,2024-04-07,446,69,152,0,2024-04-07 00:00:00
659,PRD037,WH06,2024-04-07,1026,249,117,0,2024-04-07 00:00:00
660,PRD029,WH06,2024-04-07,2359,503,124,0,2024-04-07 00:00:00
661,PRD039,WH07,2024-04-07,1541,346,23,0,2024-04-07 00:00:00
662,PRD009,WH07,2024-04-07,709,114,187,0,2024-04-07 00:00:00
663,PRD017,WH07,2024-04-07,1288,90,101,0,2024-04-07 00:00:00
664,PRD004,WH07,2024-04-07,509,111,41,0,2024-04-07 00:00:00
665,PRD042,WH07,2024-04-07,705,155,35,0,2024-04-07 00:00:00
666,PRD031,WH07,2024-04-07,727,77,96,0,2024-04-07 00:00:00
667,PRD049,WH08,2024-04-07,437,94,96,0,2024-04-07 00:00:00
668,PRD011,WH08,2024-04-07,1994,136,122,0,2024-04-07 00:00:00
669,PRD018,WH08,2024-04-07,1941,450,12,0,2024-04-07 00:00:00
670,PRD029,WH08,2024-04-07,366,78,48,0,2024-04-07 00:00:00
671,PRD033,WH08,2024-04-07,1539,349,171,0,2024-04-07 00:00:00
672,PRD010,WH08,2024-04-07,1138,268,26,0,2024-04-07 00:00:00
673,PRD027,WH01,2024-04-14,410,52,199,0,2024-04-14 00:00:00
674,PRD004,WH01,2024-04-14,467,30,49,0,2024-04-14 00:00:00
675,PRD026,WH01,2024-04-14,294,27,57,0,2024-04-14 00:00:00
676,PRD033,WH01,2024-04-14,1660,188,2,0,2024-04-14 00:00:00
677,PRD024,WH01,2024-04-14,164,11,34,0,2024-04-14 00:00:00
678,PRD016,WH01,2024-04-14,266,51,97,0,2024-04-14 00:00:00
679,PRD022,WH02,2024-04-14,118,22,149,0,2024-04-14 00:00:00
680,PRD010,WH02,2024-04-14,648,50,43,0,2024-04-14 00:00:00
681,PRD009,WH02,2024-04-14,738,141,54,0,2024-04-14 00:00:00
682,PRD003,WH02,2024-04-14,1387,193,105,0,2024-04-14 00:00:00
683,PRD019,WH02,2024-04-14,989,50,143,0,2024-04-14 00:00:00
684,PRD031,WH02,2024-04-14,505,33,11,0,2024-04-14 00:00:00
685,PRD017,WH03,2024-04-14,1712,230,2,0,2024-04-14 00:00:00
686,PRD014,WH03,2024-04-14,249,51,143,0,2024-04-14 00:00:00
687,PRD010,WH03,2024-04-14,560,54,114,0,2024-04-14 00:00:00
688,PRD036,WH03,2024-04-14,612,45,103,0,2024-04-14 00:00:00
689,PRD039,WH03,2024-04-14,760,74,29,0,2024-04-14 00:00:00
690,PRD034,WH03,2024-04-14,1839,326,148,0,2024-04-14 00:00:00
691,PRD040,WH04,2024-04-14,532,83,199,0,2024-04-14 00:00:00
692,PRD030,WH04,2024-04-14,1238,218,31,0,2024-04-14 00:00:00
693,PRD005,WH04,2024-04-14,1523,251,37,0,2024-04-14 00:00:00
694,PRD008,WH04,2024-04-14,761,147,141,0,2024-04-14 00:00:00
695,PRD032,WH04,2024-04-14,1308,141,65,0,2024-04-14 00:00:00
696,PRD039,WH04,2024-04-14,916,46,104,0,2024-04-14 00:00:00
697,PRD023,WH05,2024-04-14,202,37,179,0,2024-04-14 00:00:00
698,PRD016,WH05,2024-04-14,845,130,189,0,2024-04-14 00:00:00
699,PRD037,WH05,2024-04-14,2831,345,54,0,2024-04-14 00:00:00
700,PRD027,WH05,2024-04-14,483,116,5,0,2024-04-14 00:00:00
701,PRD012,WH05,2024-04-14,433,68,85,0,2024-04-14 00:00:00
702,PRD043,WH05,2024-04-14,803,166,59,0,2024-04-14 00:00:00
703,PRD033,WH06,2024-04-14,1096,194,48,0,2024-04-14 00:00:00
704,PRD036,WH06,2024-04-14,836,205,41,0,2024-04-14 00:00:00
705,PRD002,WH06,2024-04-14,753,75,157,0,2024-04-14 00:00:00
