inventory_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,stock_ratio,anomaly_score,is_anomaly,anomaly_label
1026,PRD008,WH03,2024-06-02,743,0.5395787944807553,0.0843,0,Normal
1035,PRD008,WH05,2024-06-02,666,0.48366013071895425,0.1106,0,Normal
1083,PRD008,WH05,2024-06-09,767,0.5570079883805374,0.1082,0,Normal
1271,PRD008,WH04,2024-07-07,811,0.588961510530138,0.1004,0,Normal
1295,PRD008,WH08,2024-07-07,1377,1.0,-0.0232,1,Anomaly
1302,PRD008,WH01,2024-07-14,956,0.6942628903413217,0.0634,0,Normal
1338,PRD008,WH07,2024-07-14,512,0.3718228031953522,0.0875,0,Normal
1430,PRD008,WH07,2024-07-28,573,0.41612200435729846,0.1036,0,Normal
1482,PRD008,WH07,2024-08-04,1051,0.7632534495279594,0.0555,0,Normal
1490,PRD008,WH01,2024-08-11,1079,0.7835875090777051,0.0517,0,Normal
1535,PRD008,WH08,2024-08-11,514,0.3732752360203341,0.0796,0,Normal
1550,PRD008,WH03,2024-08-18,626,0.45461147421931736,0.1192,0,Normal
1719,PRD008,WH07,2024-09-08,743,0.5395787944807553,0.053,0,Normal
1759,PRD008,WH06,2024-09-15,676,0.49092229484386346,0.1161,0,Normal
1825,PRD008,WH01,2024-09-29,1058,0.7683369644153958,0.0037,0,Normal
1890,PRD008,WH03,2024-10-06,615,0.4466230936819172,0.0738,0,Normal
1899,PRD008,WH05,2024-10-06,601,0.4364560639070443,0.1122,0,Normal
1910,PRD008,WH07,2024-10-06,660,0.4793028322440087,0.0558,0,Normal
1919,PRD008,WH08,2024-10-06,1377,1.0,-0.0127,1,Anomaly
1922,PRD008,WH01,2024-10-13,489,0.355119825708061,0.0851,0,Normal
1985,PRD008,WH03,2024-10-20,519,0.3769063180827887,0.1196,0,Normal
1990,PRD008,WH04,2024-10-20,1351,0.981118373275236,0.0194,0,Normal
2056,PRD008,WH07,2024-10-27,1173,0.8518518518518519,0.0423,0,Normal
2079,PRD008,WH03,2024-11-03,1257,0.9128540305010894,0.0095,0,Normal
2084,PRD008,WH04,2024-11-03,703,0.5105301379811183,0.1166,0,Normal
2220,PRD008,WH02,2024-11-24,801,0.5816993464052288,0.0992,0,Normal
2251,PRD008,WH08,2024-11-24,815,0.5918663761801016,0.0871,0,Normal
2273,PRD008,WH03,2024-12-01,697,0.5061728395061729,0.0866,0,Normal
2288,PRD008,WH06,2024-12-01,683,0.49600580973129993,0.0936,0,Normal
2334,PRD008,WH05,2024-12-08,671,0.48729121278140886,0.1153,0,Normal
2360,PRD008,WH02,2024-12-15,644,0.46768336964415397,0.0787,0,Normal
7,PRD009,WH02,2024-01-07,717,0.8566308243727598,0.1018,0,Normal
30,PRD009,WH05,2024-01-07,377,0.45041816009557945,0.0928,0,Normal
235,PRD009,WH08,2024-02-04,383,0.45758661887694146,0.0913,0,Normal
308,PRD009,WH04,2024-02-18,588,0.7025089605734767,0.1307,0,Normal
406,PRD009,WH04,2024-03-03,807,0.96415770609319,0.0695,0,Normal
435,PRD009,WH01,2024-03-10,668,0.7980884109916367,0.0936,0,Normal
469,PRD009,WH07,2024-03-10,608,0.7264038231780168,0.0979,0,Normal
556,PRD009,WH05,2024-03-24,693,0.8279569892473119,0.1176,0,Normal
625,PRD009,WH01,2024-04-07,559,0.6678614097968937,0.1027,0,Normal
639,PRD009,WH03,2024-04-07,837,1.0,0.0572,0,Normal
645,PRD009,WH04,2024-04-07,429,0.5125448028673835,0.128,0,Normal
662,PRD009,WH07,2024-04-07,709,0.8470728793309439,0.0769,0,Normal
681,PRD009,WH02,2024-04-14,738,0.8817204301075269,0.1001,0,Normal
719,PRD009,WH08,2024-04-14,624,0.7455197132616488,0.1014,0,Normal
755,PRD009,WH06,2024-04-21,656,0.7837514934289128,0.0777,0,Normal
772,PRD009,WH01,2024-04-28,633,0.7562724014336918,0.068,0,Normal
786,PRD009,WH03,2024-04-28,547,0.6535244922341696,0.1122,0,Normal
787,PRD009,WH04,2024-04-28,398,0.4755077658303465,0.0975,0,Normal
799,PRD009,WH06,2024-04-28,671,0.8016726403823178,0.1073,0,Normal
855,PRD009,WH07,2024-05-05,501,0.5985663082437276,0.0747,0,Normal
874,PRD009,WH02,2024-05-12,594,0.7096774193548387,0.1217,0,Normal
901,PRD009,WH07,2024-05-12,446,0.5328554360812425,0.115,0,Normal
956,PRD009,WH08,2024-05-19,837,1.0,0.061,0,Normal
969,PRD009,WH02,2024-05-26,609,0.7275985663082437,0.1099,0,Normal
1017,PRD009,WH02,2024-06-02,531,0.6344086021505376,0.1063,0,Normal
1023,PRD009,WH03,2024-06-02,423,0.5053763440860215,0.1197,0,Normal
1213,PRD009,WH03,2024-06-30,608,0.7264038231780168,0.1105,0,Normal
1231,PRD009,WH06,2024-06-30,436,0.5209080047789725,0.0926,0,Normal
1300,PRD009,WH01,2024-07-14,554,0.6618876941457587,0.0949,0,Normal
1343,PRD009,WH08,2024-07-14,415,0.4958183990442055,0.0804,0,Normal
1353,PRD009,WH02,2024-07-21,305,0.3643966547192354,0.048,0,Normal
1384,PRD009,WH07,2024-07-21,505,0.6033452807646356,0.0995,0,Normal
1394,PRD009,WH01,2024-07-28,764,0.9127837514934289,0.0732,0,Normal
1417,PRD009,WH05,2024-07-28,547,0.6535244922341696,0.1132,0,Normal
1549,PRD009,WH03,2024-08-18,708,0.8458781362007168,0.1032,0,Normal
1705,PRD009,WH05,2024-09-08,553,0.6606929510155317,0.1214,0,Normal
1802,PRD009,WH05,2024-09-22,416,0.4970131421744325,0.1008,0,Normal
1835,PRD009,WH02,2024-09-29,590,0.7048984468339307,0.0948,0,Normal
1846,PRD009,WH04,2024-09-29,613,0.7323775388291517,0.119,0,Normal
1862,PRD009,WH07,2024-09-29,286,0.34169653524492233,0.0825,0,Normal
1885,PRD009,WH03,2024-10-06,573,0.6845878136200717,0.1241,0,Normal
1914,PRD009,WH07,2024-10-06,547,0.6535244922341696,0.117,0,Normal
1923,PRD009,WH01,2024-10-13,724,0.8649940262843488,0.0667,0,Normal
1932,PRD009,WH02,2024-10-13,497,0.5937873357228196,0.1226,0,Normal
2015,PRD009,WH08,2024-10-20,634,0.7574671445639187,0.1013,0,Normal
2162,PRD009,WH01,2024-11-17,479,0.5722819593787336,0.0655,0,Normal
2168,PRD009,WH02,2024-11-17,405,0.4838709677419355,0.0758,0,Normal
2183,PRD009,WH04,2024-11-17,472,0.5639187574671446,0.1156,0,Normal
2189,PRD009,WH05,2024-11-17,304,0.3632019115890084,0.0857,0,Normal
2255,PRD009,WH08,2024-11-24,537,0.6415770609318996,0.1067,0,Normal
2265,PRD009,WH02,2024-12-01,517,0.6176821983273596,0.0971,0,Normal
2399,PRD009,WH08,2024-12-15,454,0.5424133811230586,0.1062,0,Normal
2436,PRD009,WH06,2024-12-22,468,0.5591397849462365,0.1117,0,Normal
2494,PRD009,WH08,2024-12-29,497,0.5937873357228196,0.1168,0,Normal
33,PRD010,WH06,2024-01-07,1193,0.8193681318681318,0.1103,0,Normal
271,PRD010,WH06,2024-02-11,422,0.28983516483516486,0.0801,0,Normal
368,PRD010,WH06,2024-02-25,1152,0.7912087912087912,0.115,0,Normal
375,PRD010,WH07,2024-02-25,920,0.6318681318681318,0.0755,0,Normal
499,PRD010,WH04,2024-03-17,696,0.47802197802197804,0.1285,0,Normal
530,PRD010,WH01,2024-03-24,757,0.5199175824175825,0.0672,0,Normal
540,PRD010,WH02,2024-03-24,422,0.28983516483516486,0.0779,0,Normal
578,PRD010,WH01,2024-03-31,798,0.5480769230769231,0.1058,0,Normal
589,PRD010,WH03,2024-03-31,1031,0.7081043956043956,0.1178,0,Normal
623,PRD010,WH08,2024-03-31,321,0.22046703296703296,0.085,0,Normal
640,PRD010,WH03,2024-04-07,968,0.6648351648351648,0.0825,0,Normal
648,PRD010,WH04,2024-04-07,1115,0.7657967032967034,0.1204,0,Normal
672,PRD010,WH08,2024-04-07,1138,0.7815934065934066,0.0423,0,Normal
680,PRD010,WH02,2024-04-14,648,0.44505494505494503,0.1152,0,Normal
687,PRD010,WH03,2024-04-14,560,0.38461538461538464,0.1273,0,Normal
812,PRD010,WH08,2024-04-28,865,0.5940934065934066,0.0852,0,Normal
836,PRD010,WH04,2024-05-05,714,0.49038461538461536,0.1274,0,Normal
867,PRD010,WH01,2024-05-12,500,0.3434065934065934,0.0427,0,Normal
871,PRD010,WH02,2024-05-12,1118,0.7678571428571429,0.0802,0,Normal
897,PRD010,WH06,2024-05-12,984,0.6758241758241759,0.1067,0,Normal
924,PRD010,WH02,2024-05-19,584,0.4010989010989011,0.1228,0,Normal
1066,PRD010,WH02,2024-06-09,511,0.35096153846153844,0.0566,0,Normal
1100,PRD010,WH08,2024-06-09,969,0.665521978021978,0.0792,0,Normal
1132,PRD010,WH05,2024-06-16,826,0.5673076923076923,0.1079,0,Normal
1260,PRD010,WH02,2024-07-07,596,0.40934065934065933,0.1206,0,Normal
1262,PRD010,WH03,2024-07-07,705,0.4842032967032967,0.1433,0,Normal
1407,PRD010,WH03,2024-07-28,765,0.5254120879120879,0.0971,0,Normal
1447,PRD010,WH02,2024-08-04,723,0.4965659340659341,0.1083,0,Normal
1484,PRD010,WH08,2024-08-04,842,0.5782967032967034,0.121,0,Normal
1567,PRD010,WH06,2024-08-18,1117,0.7671703296703297,0.1106,0,Normal
1600,PRD010,WH03,2024-08-25,1237,0.8495879120879121,0.0675,0,Normal
1612,PRD010,WH05,2024-08-25,1066,0.7321428571428571,0.0496,0,Normal
1634,PRD010,WH01,2024-09-01,1456,1.0,0.017,0,Normal
1672,PRD010,WH07,2024-09-01,246,0.16895604395604397,0.0594,0,Normal
1687,PRD010,WH02,2024-09-08,691,0.47458791208791207,0.1208,0,Normal
1704,PRD010,WH04,2024-09-08,951,0.6531593406593407,0.1257,0,Normal
1721,PRD010,WH07,2024-09-08,50,0.034340659340659344,0.0103,0,Normal
1799,PRD010,WH04,2024-09-22,593,0.4072802197802198,0.1251,0,Normal
1834,PRD010,WH02,2024-09-29,902,0.6195054945054945,0.0749,0,Normal
1881,PRD010,WH02,2024-10-06,359,0.24656593406593408,0.0936,0,Normal
2026,PRD010,WH02,2024-10-27,1141,0.7836538461538461,0.0624,0,Normal
2060,PRD010,WH08,2024-10-27,558,0.38324175824175827,0.104,0,Normal
2104,PRD010,WH07,2024-11-03,938,0.6442307692307693,0.0966,0,Normal
2127,PRD010,WH03,2024-11-10,977,0.6710164835164835,0.1009,0,Normal
2137,PRD010,WH05,2024-11-10,467,0.32074175824175827,0.1119,0,Normal
2155,PRD010,WH08,2024-11-10,207,0.14217032967032966,0.0625,0,Normal
2249,PRD010,WH07,2024-11-24,593,0.4072802197802198,0.1079,0,Normal
2419,PRD010,WH04,2024-12-22,544,0.37362637362637363,0.1412,0,Normal
2463,PRD010,WH03,2024-12-29,727,0.4993131868131868,0.133,0,Normal
44,PRD011,WH08,2024-01-07,798,0.3620689655172414,0.0908,0,Normal
50,PRD011,WH01,2024-01-14,1882,0.8539019963702359,-0.0012,1,Anomaly
173,PRD011,WH05,2024-01-28,1098,0.4981851179673321,0.0874,0,Normal
260,PRD011,WH04,2024-02-11,1071,0.48593466424682397,0.1019,0,Normal
274,PRD011,WH06,2024-02-11,928,0.42105263157894735,0.0946,0,Normal
379,PRD011,WH08,2024-02-25,2204,1.0,-0.0488,1,Anomaly
411,PRD011,WH05,2024-03-03,748,0.3393829401088929,0.1049,0,Normal
566,PRD011,WH07,2024-03-24,1417,0.6429219600725953,0.0657,0,Normal
576,PRD011,WH08,2024-03-24,1375,0.6238656987295825,0.0675,0,Normal
668,PRD011,WH08,2024-04-07,1994,0.9047186932849365,-0.0017,1,Anomaly
813,PRD011,WH08,2024-04-28,1579,0.7164246823956443,0.0588,0,Normal
844,PRD011,WH05,2024-05-05,1234,0.5598911070780399,0.1055,0,Normal
890,PRD011,WH05,2024-05-12,755,0.3425589836660617,0.1146,0,Normal
937,PRD011,WH05,2024-05-19,1585,0.719147005444646,0.0902,0,Normal
997,PRD011,WH07,2024-05-26,1386,0.6288566243194192,0.0877,0,Normal
1110,PRD011,WH01,2024-06-16,457,0.2073502722323049,0.0828,0,Normal
1159,PRD011,WH02,2024-06-23,1140,0.5172413793103449,0.0551,0,Normal
1200,PRD011,WH08,2024-06-23,1114,0.5054446460980037,0.0886,0,Normal
1248,PRD011,WH08,2024-06-30,1298,0.588929219600726,0.0685,0,Normal
1275,PRD011,WH05,2024-07-07,1084,0.49183303085299457,0.0947,0,Normal
1323,PRD011,WH05,2024-07-14,1446,0.6560798548094374,0.1037,0,Normal
1341,PRD011,WH08,2024-07-14,962,0.4364791288566243,0.0862,0,Normal
1388,PRD011,WH08,2024-07-21,2167,0.9832123411978222,-0.0769,1,Anomaly
1469,PRD011,WH05,2024-08-04,286,0.1297640653357532,0.0717,0,Normal
1477,PRD011,WH07,2024-08-04,1702,0.7722323049001815,0.0575,0,Normal
1562,PRD011,WH05,2024-08-18,0,0.0,-0.0037,1,Anomaly
1590,PRD011,WH01,2024-08-25,1344,0.6098003629764065,0.059,0,Normal
1646,PRD011,WH03,2024-09-01,1502,0.6814882032667876,0.084,0,Normal
1651,PRD011,WH04,2024-09-01,1112,0.5045372050816697,0.105,0,Normal
1676,PRD011,WH08,2024-09-01,1330,0.603448275862069,0.0935,0,Normal
1749,PRD011,WH04,2024-09-15,1012,0.4591651542649728,0.1192,0,Normal
1813,PRD011,WH07,2024-09-22,1628,0.7386569872958257,0.0363,0,Normal
1843,PRD011,WH04,2024-09-29,555,0.2518148820326679,0.1241,0,Normal
1859,PRD011,WH06,2024-09-29,1407,0.6383847549909256,0.0813,0,Normal
1872,PRD011,WH08,2024-09-29,1363,0.618421052631579,0.041,0,Normal
1896,PRD011,WH04,2024-10-06,1738,0.7885662431941923,0.0462,0,Normal
1921,PRD011,WH01,2024-10-13,1221,0.5539927404718693,0.076,0,Normal
1947,PRD011,WH05,2024-10-13,1273,0.5775862068965517,0.1031,0,Normal
2138,PRD011,WH05,2024-11-10,1096,0.49727767695099817,0.0976,0,Normal
2187,PRD011,WH05,2024-11-17,1844,0.8366606170598911,0.0146,0,Normal
2216,PRD011,WH02,2024-11-24,2204,1.0,-0.0473,1,Anomaly
2222,PRD011,WH03,2024-11-24,1398,0.6343012704174229,0.0563,0,Normal
2228,PRD011,WH04,2024-11-24,190,0.08620689655172414,0.0642,0,Normal
2242,PRD011,WH06,2024-11-24,1706,0.7740471869328494,0.0477,0,Normal
2296,PRD011,WH07,2024-12-01,961,0.4360254083484574,0.0936,0,Normal
2315,PRD011,WH02,2024-12-08,1414,0.6415607985480943,0.0228,0,Normal
2404,PRD011,WH01,2024-12-22,874,0.39655172413793105,0.0915,0,Normal
2420,PRD011,WH04,2024-12-22,1046,0.4745916515426497,0.1207,0,Normal
2433,PRD011,WH06,2024-12-22,933,0.42332123411978223,0.0931,0,Normal
2476,PRD011,WH05,2024-12-29,1671,0.7581669691470054,0.0634,0,Normal
45,PRD012,WH08,2024-01-07,395,0.5984848484848485,0.0858,0,Normal
66,PRD012,WH03,2024-01-14,340,0.5151515151515151,0.1157,0,Normal
85,PRD012,WH07,2024-01-14,378,0.5727272727272728,0.0936,0,Normal
113,PRD012,WH03,2024-01-21,370,0.5606060606060606,0.1142,0,Normal
226,PRD012,WH06,2024-02-04,376,0.5696969696969697,0.1149,0,Normal
233,PRD012,WH07,2024-02-04,346,0.5242424242424243,0.0929,0,Normal
465,PRD012,WH06,2024-03-10,225,0.3409090909090909,0.0917,0,Normal
526,PRD012,WH08,2024-03-17,348,0.5272727272727272,0.0942,0,Normal
555,PRD012,WH05,2024-03-24,417,0.6318181818181818,0.1258,0,Normal
611,PRD012,WH06,2024-03-31,151,0.2287878787878788,0.0676,0,Normal
701,PRD012,WH05,2024-04-14,433,0.656060606060606,0.1231,0,Normal
718,PRD012,WH08,2024-04-14,493,0.746969696969697,0.0782,0,Normal
763,PRD012,WH08,2024-04-21,500,0.7575757575757576,0.0839,0,Normal
948,PRD012,WH06,2024-05-19,313,0.47424242424242424,0.1081,0,Normal
949,PRD012,WH07,2024-05-19,472,0.7151515151515152,0.1156,0,Normal
966,PRD012,WH01,2024-05-26,397,0.6015151515151516,0.0755,0,Normal
968,PRD012,WH02,2024-05-26,574,0.8696969696969697,0.1139,0,Normal
1016,PRD012,WH02,2024-06-02,394,0.5969696969696969,0.1117,0,Normal
1156,PRD012,WH01,2024-06-23,485,0.7348484848484849,0.0639,0,Normal
1273,PRD012,WH05,2024-07-07,301,0.45606060606060606,0.1048,0,Normal
1288,PRD012,WH07,2024-07-07,258,0.39090909090909093,0.0874,0,Normal
1306,PRD012,WH02,2024-07-14,481,0.7287878787878788,0.107,0,Normal
1309,PRD012,WH03,2024-07-14,378,0.5727272727272728,0.1197,0,Normal
1440,PRD012,WH08,2024-07-28,465,0.7045454545454546,0.1025,0,Normal
1485,PRD012,WH08,2024-08-04,378,0.5727272727272728,0.0942,0,Normal
1494,PRD012,WH01,2024-08-11,522,0.7909090909090909,0.0951,0,Normal
1547,PRD012,WH02,2024-08-18,554,0.8393939393939394,0.0873,0,Normal
1595,PRD012,WH02,2024-08-25,359,0.543939393939394,0.1001,0,Normal
1621,PRD012,WH07,2024-08-25,317,0.4803030303030303,0.0595,0,Normal
1683,PRD012,WH01,2024-09-08,274,0.41515151515151516,0.0462,0,Normal
1816,PRD012,WH07,2024-09-22,577,0.8742424242424243,0.0613,0,Normal
1837,PRD012,WH03,2024-09-29,449,0.6803030303030303,0.0883,0,Normal
1918,PRD012,WH08,2024-10-06,211,0.3196969696969697,0.0697,0,Normal
1997,PRD012,WH05,2024-10-20,245,0.3712121212121212,0.0856,0,Normal
2053,PRD012,WH07,2024-10-27,537,0.8136363636363636,0.0975,0,Normal
2139,PRD012,WH05,2024-11-10,380,0.5757575757575758,0.0974,0,Normal
2203,PRD012,WH08,2024-11-17,508,0.7696969696969697,0.0985,0,Normal
2215,PRD012,WH02,2024-11-24,530,0.803030303030303,0.1161,0,Normal
2230,PRD012,WH04,2024-11-24,450,0.6818181818181818,0.1301,0,Normal
2283,PRD012,WH05,2024-12-01,419,0.6348484848484849,0.0957,0,Normal
2306,PRD012,WH01,2024-12-08,344,0.5212121212121212,0.0853,0,Normal
2352,PRD012,WH08,2024-12-08,211,0.3196969696969697,0.0395,0,Normal
2369,PRD012,WH03,2024-12-15,463,0.7015151515151515,0.0832,0,Normal
2385,PRD012,WH06,2024-12-15,395,0.5984848484848485,0.096,0,Normal
2396,PRD012,WH08,2024-12-15,298,0.45151515151515154,0.0855,0,Normal
2413,PRD012,WH03,2024-12-22,487,0.7378787878787879,0.1184,0,Normal
2434,PRD012,WH06,2024-12-22,404,0.6121212121212121,0.1208,0,Normal
59,PRD013,WH02,2024-01-14,1329,0.6319543509272468,0.0454,0,Normal
76,PRD013,WH05,2024-01-14,932,0.4431764146457442,0.0985,0,Normal
108,PRD013,WH02,2024-01-21,671,0.3190679980979553,0.0704,0,Normal
168,PRD013,WH04,2024-01-28,1675,0.7964812173086068,-0.0477,1,Anomaly
227,PRD013,WH06,2024-02-04,1776,0.8445078459343794,-0.0363,1,Anomaly
229,PRD013,WH07,2024-02-04,1533,0.7289586305278174,0.0415,0,Normal
397,PRD013,WH03,2024-03-03,1231,0.5853542558250119,0.0248,0,Normal
604,PRD013,WH05,2024-03-31,434,0.20637184973846887,0.0803,0,Normal
637,PRD013,WH03,2024-04-07,1405,0.6680932001902045,0.0223,0,Normal
656,PRD013,WH06,2024-04-07,892,0.4241559676652401,0.0992,0,Normal
770,PRD013,WH01,2024-04-28,1305,0.6205420827389444,0.0371,0,Normal
785,PRD013,WH03,2024-04-28,1567,0.7451260104612458,0.0309,0,Normal
808,PRD013,WH07,2024-04-28,503,0.23918212077983833,0.0649,0,Normal
843,PRD013,WH05,2024-05-05,1046,0.4973846885401807,0.1002,0,Normal
868,PRD013,WH01,2024-05-12,1163,0.553019495958155,0.0439,0,Normal
927,PRD013,WH03,2024-05-19,780,0.37089871611982883,0.0932,0,Normal
960,PRD013,WH08,2024-05-19,1522,0.7237280076081788,0.0262,0,Normal
965,PRD013,WH01,2024-05-26,1926,0.9158345221112696,-0.061,1,Anomaly
1075,PRD013,WH04,2024-06-09,1631,0.7755587256300523,0.008,0,Normal
1081,PRD013,WH05,2024-06-09,1428,0.6790299572039943,0.0529,0,Normal
1101,PRD013,WH08,2024-06-09,1134,0.5392296718972895,0.0702,0,Normal
1134,PRD013,WH05,2024-06-16,1586,0.7541607227769852,-0.0185,1,Anomaly
1218,PRD013,WH03,2024-06-30,1129,0.5368521160247266,0.0672,0,Normal
1282,PRD013,WH06,2024-07-07,1271,0.604374702805516,0.0883,0,Normal
1382,PRD013,WH07,2024-07-21,1252,0.5953399904897765,0.0524,0,Normal
1503,PRD013,WH03,2024-08-11,1674,0.7960057061340942,0.0067,0,Normal
1558,PRD013,WH04,2024-08-18,1147,0.5454113171659534,0.0611,0,Normal
1574,PRD013,WH07,2024-08-18,2020,0.9605325725154541,-0.0618,1,Anomaly
1602,PRD013,WH03,2024-08-25,1414,0.6723728007608178,0.0326,0,Normal
1665,PRD013,WH06,2024-09-01,1742,0.828340466000951,-0.0057,1,Anomaly
1753,PRD013,WH05,2024-09-15,475,0.22586780789348548,0.0858,0,Normal
1798,PRD013,WH04,2024-09-22,1390,0.6609605325725154,0.0461,0,Normal
1808,PRD013,WH06,2024-09-22,1246,0.5924869234427009,0.0551,0,Normal
1836,PRD013,WH02,2024-09-29,1389,0.6604850213980028,0.0204,0,Normal
1853,PRD013,WH05,2024-09-29,1730,0.8226343319067998,0.0039,0,Normal
1866,PRD013,WH07,2024-09-29,2082,0.9900142653352354,-0.0818,1,Anomaly
1891,PRD013,WH04,2024-10-06,696,0.3309557774607703,0.0758,0,Normal
1983,PRD013,WH03,2024-10-20,799,0.3799334284355682,0.0854,0,Normal
2046,PRD013,WH05,2024-10-27,841,0.39990489776509747,0.0959,0,Normal
2052,PRD013,WH06,2024-10-27,1178,0.5601521635758441,0.0896,0,Normal
2091,PRD013,WH05,2024-11-03,1131,0.5378031383737518,0.0522,0,Normal
2170,PRD013,WH02,2024-11-17,945,0.44935805991440797,0.0779,0,Normal
2322,PRD013,WH03,2024-12-08,1198,0.5696623870660961,0.0491,0,Normal
2353,PRD013,WH01,2024-12-15,1708,0.8121730860675226,-0.0499,1,Anomaly
20,PRD014,WH04,2024-01-07,238,0.2653288740245262,0.0903,0,Normal
39,PRD014,WH07,2024-01-07,411,0.45819397993311034,0.1009,0,Normal
94,PRD014,WH08,2024-01-14,357,0.3979933110367893,0.0978,0,Normal
137,PRD014,WH07,2024-01-21,218,0.24303232998885171,0.0739,0,Normal
228,PRD014,WH06,2024-02-04,404,0.4503901895206243,0.1086,0,Normal
452,PRD014,WH04,2024-03-10,570,0.6354515050167224,0.0993,0,Normal
458,PRD014,WH05,2024-03-10,458,0.5105908584169454,0.1273,0,Normal
493,PRD014,WH03,2024-03-17,428,0.47714604236343366,0.128,0,Normal
544,PRD014,WH03,2024-03-24,546,0.6086956521739131,0.1218,0,Normal
552,PRD014,WH04,2024-03-24,727,0.810479375696767,0.0649,0,Normal
686,PRD014,WH03,2024-04-14,249,0.27759197324414714,0.096,0,Normal
821,PRD014,WH01,2024-05-05,253,0.28205128205128205,0.0427,0,Normal
848,PRD014,WH06,2024-05-05,394,0.43924191750278707,0.0988,0,Normal
900,PRD014,WH06,2024-05-12,430,0.4793756967670011,0.1016,0,Normal
903,PRD014,WH07,2024-05-12,699,0.7792642140468228,0.0919,0,Normal
916,PRD014,WH01,2024-05-19,355,0.3957636566332218,0.0656,0,Normal
926,PRD014,WH03,2024-05-19,570,0.6354515050167224,0.0794,0,Normal
1093,PRD014,WH07,2024-06-09,503,0.5607580824972129,0.1049,0,Normal
1117,PRD014,WH03,2024-06-16,500,0.5574136008918618,0.1358,0,Normal
1151,PRD014,WH08,2024-06-16,613,0.6833890746934225,0.0781,0,Normal
1229,PRD014,WH05,2024-06-30,521,0.5808249721293199,0.1292,0,Normal
1332,PRD014,WH06,2024-07-14,463,0.5161649944258639,0.1204,0,Normal
1344,PRD014,WH08,2024-07-14,579,0.6454849498327759,0.0729,0,Normal
1372,PRD014,WH05,2024-07-21,538,0.5997770345596433,0.1247,0,Normal
1415,PRD014,WH04,2024-07-28,579,0.6454849498327759,0.1296,0,Normal
1425,PRD014,WH06,2024-07-28,871,0.9710144927536232,0.0787,0,Normal
1643,PRD014,WH02,2024-09-01,697,0.7770345596432553,0.0887,0,Normal
1664,PRD014,WH06,2024-09-01,276,0.3076923076923077,0.0957,0,Normal
1675,PRD014,WH08,2024-09-01,783,0.8729096989966555,0.0677,0,Normal
1772,PRD014,WH08,2024-09-15,725,0.8082497212931996,0.0816,0,Normal
1783,PRD014,WH02,2024-09-22,397,0.44258639910813824,0.0967,0,Normal
1867,PRD014,WH08,2024-09-29,351,0.391304347826087,0.077,0,Normal
1882,PRD014,WH02,2024-10-06,410,0.45707915273132665,0.1088,0,Normal
1966,PRD014,WH08,2024-10-13,897,1.0,0.0432,0,Normal
2032,PRD014,WH03,2024-10-27,339,0.3779264214046823,0.1123,0,Normal
2073,PRD014,WH02,2024-11-03,465,0.5183946488294314,0.1232,0,Normal
2097,PRD014,WH06,2024-11-03,439,0.48940914158305465,0.1189,0,Normal
2175,PRD014,WH03,2024-11-17,595,0.6633221850613155,0.1296,0,Normal
2234,PRD014,WH05,2024-11-24,828,0.9230769230769231,0.0887,0,Normal
2378,PRD014,WH05,2024-12-15,399,0.44481605351170567,0.1142,0,Normal
2388,PRD014,WH06,2024-12-15,542,0.6042363433667781,0.1345,0,Normal
2406,PRD014,WH01,2024-12-22,754,0.8405797101449275,0.0894,0,Normal
55,PRD015,WH02,2024-01-14,1450,0.8055555555555556,0.0962,0,Normal
112,PRD015,WH03,2024-01-21,936,0.52,0.0945,0,Normal
231,PRD015,WH07,2024-02-04,1546,0.8588888888888889,0.0893,0,Normal
266,PRD015,WH05,2024-02-11,360,0.2,0.1064,0,Normal
316,PRD015,WH05,2024-02-18,1015,0.5638888888888889,0.1207,0,Normal
376,PRD015,WH07,2024-02-25,965,0.5361111111111111,0.1073,0,Normal
461,PRD015,WH05,2024-03-10,1437,0.7983333333333333,0.0516,0,Normal
496,PRD015,WH03,2024-03-17,500,0.2777777777777778,0.1022,0,Normal
520,PRD015,WH07,2024-03-17,737,0.40944444444444444,0.1094,0,Normal
547,PRD015,WH04,2024-03-24,891,0.495,0.1217,0,Normal
574,PRD015,WH08,2024-03-24,604,0.33555555555555555,0.0947,0,Normal
638,PRD015,WH03,2024-04-07,33,0.018333333333333333,0.019,0,Normal
783,PRD015,WH03,2024-04-28,708,0.3933333333333333,0.081,0,Normal
932,PRD015,WH04,2024-05-19,1182,0.6566666666666666,0.1091,0,Normal
944,PRD015,WH06,2024-05-19,444,0.24666666666666667,0.0841,0,Normal
1047,PRD015,WH07,2024-06-02,1116,0.62,0.1133,0,Normal
1052,PRD015,WH08,2024-06-02,1195,0.6638888888888889,0.0854,0,Normal
1063,PRD015,WH02,2024-06-09,996,0.5533333333333333,0.1214,0,Normal
1103,PRD015,WH08,2024-06-09,244,0.13555555555555557,0.0577,0,Normal
1139,PRD015,WH06,2024-06-16,1238,0.6877777777777778,0.1129,0,Normal
1150,PRD015,WH08,2024-06-16,889,0.4938888888888889,0.1082,0,Normal
1254,PRD015,WH01,2024-07-07,1291,0.7172222222222222,0.099,0,Normal
1396,PRD015,WH01,2024-07-28,1532,0.8511111111111112,0.0508,0,Normal
1401,PRD015,WH02,2024-07-28,467,0.2594444444444444,0.0892,0,Normal
1517,PRD015,WH05,2024-08-11,1436,0.7977777777777778,0.097,0,Normal
